3.996221973468407906e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.170791321951040242e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.272557466462149178e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.560429238118403505e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.624789165140217706e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.589340425637398857e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.746897890990287139e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.464812389231158252e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.472686221365470005e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.746675315713393017e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.561193111661220323e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.614435814434971861e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.411776077156258746e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.264238529281231260e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.323985393562508883e-01
